message_id,text,message_type,platform,job_type,contains_link,contains_email,has_payment_request,asks_personal_info,scam_type,label
6779,"Fast cash opportunity, limited offer.",Email,Gmail,Part-time,0,0,0,0,Advance Fee,1
41929,"Congratulations, you are shortlisted. Provide bank details for salary setup.",Email,LinkedIn,Casual,0,0,0,1,Task-Based Scam,1
18959,Your resume has been shortlisted. We will contact you soon.,SMS,Telegram,Part-time,0,0,0,0,Legitimate,0
6723,Send your ID and bank details to confirm your remote job.,SMS,LinkedIn,Casual,0,0,0,1,Fake Job,1
29509,Pay $80 fee to unlock premium job access and start earning instantly.,Email,SMS,Full-time,0,0,1,0,Fake Job,1
18670,Share your PayPal details to activate your payment account.,SMS,Gmail,Casual,0,0,1,0,Phishing,1
2857,Get paid instantly after task completion.,SMS,WhatsApp,Full-time,0,0,0,0,Fake Job,1
11237,You can apply through our verified company careers page.,SMS,Gmail,Part-time,0,0,0,0,Legitimate,0
44440,Earn money from home using your phone.,SMS,SMS,Part-time,0,0,0,0,Task-Based Scam,1
31651,Earn $300 daily typing simple data online.,SMS,Gmail,Part-time,0,0,0,0,Task-Based Scam,1
6480,"Urgent hiring, no interview required, click link to begin.",SMS,Gmail,Remote,0,0,0,0,Task-Based Scam,1
36732,Thank you for applying. We will review your application and contact you.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
49010,"Congratulations, you are shortlisted. Provide bank details for salary setup.",SMS,Gmail,Full-time,0,0,0,1,Advance Fee,1
17617,Thank you for applying. We will review your application and contact you.,Email,WhatsApp,Casual,0,0,0,0,Legitimate,0
34022,Your interview is scheduled for next week at our office.,Email,WhatsApp,Full-time,0,0,0,0,Legitimate,0
7383,Send your ID and bank details to confirm your remote job.,Email,SMS,Casual,0,0,0,1,Advance Fee,1
28515,Your application is under review.,SMS,SMS,Part-time,0,0,0,0,Legitimate,0
23951,No fees are required at any stage of recruitment.,SMS,WhatsApp,Full-time,0,0,0,0,Legitimate,0
20240,"Only 5 positions left, secure your job now.",SMS,SMS,Remote,0,0,0,0,Advance Fee,1
33824,Interview will be conducted via official company email.,Email,Gmail,Full-time,0,0,0,0,Legitimate,0
15182,"Earn money by liking posts, daily payout guaranteed.",SMS,Gmail,Remote,0,0,1,0,Phishing,1
35698,Your resume has been shortlisted. We will contact you soon.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
40429,We would like to invite you for a formal interview.,SMS,Gmail,Full-time,0,0,0,0,Legitimate,0
3938,We will notify you once the review process is complete.,Email,WhatsApp,Full-time,0,0,0,0,Legitimate,0
25861,You can apply through our verified company careers page.,SMS,Gmail,Remote,0,0,0,0,Legitimate,0
47106,Our HR team will reach out if shortlisted.,SMS,Gmail,Remote,0,0,0,0,Legitimate,0
11941,We received your application. Please attend interview at our Melbourne office.,SMS,Telegram,Part-time,0,0,0,0,Legitimate,0
3252,"Remote job available, apply now before closing.",Email,WhatsApp,Casual,0,0,0,0,Task-Based Scam,1
16391,Earn money from home using your phone.,SMS,WhatsApp,Full-time,0,0,0,0,Advance Fee,1
48293,Your interview is scheduled for next week at our office.,SMS,LinkedIn,Part-time,0,0,0,0,Legitimate,0
32405,"Only 5 positions left, secure your job now.",Email,Gmail,Part-time,0,0,0,0,Fake Job,1
36493,Earn $300 daily typing simple data online.,SMS,Telegram,Casual,0,0,0,0,Phishing,1
25751,Your application is under review.,Email,Telegram,Remote,0,0,0,0,Legitimate,0
1510,"Urgent hiring, no interview required, click link to begin.",SMS,WhatsApp,Full-time,0,0,0,0,Fake Job,1
7729,Join now and start earning immediately.,Email,Gmail,Full-time,0,0,0,0,Task-Based Scam,1
40284,Thank you for your interest in our company.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
30862,You can apply through our verified company careers page.,SMS,WhatsApp,Full-time,0,0,0,0,Legitimate,0
12050,"Congratulations, you are shortlisted. Provide bank details for salary setup.",SMS,Telegram,Part-time,0,0,0,1,Advance Fee,1
30927,We will inform you about next steps soon.,Email,Telegram,Part-time,0,0,0,0,Legitimate,0
38208,Your interview is scheduled for next week at our office.,SMS,SMS,Full-time,0,0,0,0,Legitimate,0
15681,All communication will be via official domain emails.,Email,Telegram,Remote,0,0,0,0,Legitimate,0
45861,We only hire through official recruitment channels.,Email,WhatsApp,Full-time,0,0,0,0,Legitimate,0
7335,We received your application. Please attend interview at our Melbourne office.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
10649,Your application is under review.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
36809,"Simple online work, high income guaranteed.",Email,LinkedIn,Casual,0,0,0,0,Advance Fee,1
41049,Thank you for applying. We will review your application and contact you.,Email,LinkedIn,Casual,0,0,0,0,Legitimate,0
25127,Earn weekly income with flexible hours.,SMS,SMS,Part-time,0,0,0,0,Task-Based Scam,1
16275,"Immediate hiring! Earn $200 daily, simple online tasks, apply now.",Email,SMS,Part-time,0,0,0,0,Advance Fee,1
6137,Limited offer! Earn money instantly. Click here http://earnfast.click,SMS,Gmail,Remote,1,0,0,0,Task-Based Scam,1
6933,No fees are required at any stage of recruitment.,SMS,SMS,Full-time,0,0,0,0,Legitimate,0
13023,We received your application. Please attend interview at our Melbourne office.,SMS,SMS,Remote,0,0,0,0,Legitimate,0
4189,Your application has been successfully received.,Email,Telegram,Remote,0,0,0,0,Legitimate,0
17113,Get paid daily for reviewing products online.,Email,WhatsApp,Full-time,0,0,0,0,Task-Based Scam,1
28696,Our recruitment process does not require payments.,Email,Telegram,Casual,0,0,0,0,Legitimate,0
3525,Interview scheduled for next week. No payment required.,SMS,Gmail,Remote,0,0,0,0,Legitimate,0
42957,Pay onboarding fee and get instant access to job dashboard.,Email,LinkedIn,Remote,0,0,1,0,Fake Job,1
12760,No fees are required at any stage of recruitment.,SMS,WhatsApp,Full-time,0,0,0,0,Legitimate,0
24884,Thank you for applying. We will review your application and contact you.,SMS,LinkedIn,Remote,0,0,0,0,Legitimate,0
26210,No fees are required at any stage of recruitment.,SMS,SMS,Casual,0,0,0,0,Legitimate,0
27736,No fees are required at any stage of recruitment.,Email,Gmail,Part-time,0,0,0,0,Legitimate,0
38444,Please attend the scheduled interview session.,SMS,Gmail,Remote,0,0,0,0,Legitimate,0
4880,Join now and start earning immediately.,SMS,LinkedIn,Casual,0,0,0,0,Task-Based Scam,1
15168,Your application has been successfully received.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
49241,Thank you for applying. We will review your application and contact you.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
39317,Please attend the scheduled interview session.,Email,WhatsApp,Full-time,0,0,0,0,Legitimate,0
42191,Interview will be conducted via official company email.,SMS,LinkedIn,Full-time,0,0,0,0,Legitimate,0
15109,All communication will be via official domain emails.,SMS,SMS,Part-time,0,0,0,0,Legitimate,0
38094,"Quick job offer, pay small fee and start earning immediately.",Email,Gmail,Part-time,0,0,1,0,Fake Job,1
40624,We are pleased to invite you for a formal interview process.,SMS,WhatsApp,Part-time,0,0,0,0,Legitimate,0
49425,Your application has been successfully received.,Email,Gmail,Full-time,0,0,0,0,Legitimate,0
35734,We appreciate your patience during the hiring process.,SMS,SMS,Remote,0,0,0,0,Legitimate,0
41708,Thank you for your interest in our company.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
31176,We only hire through official recruitment channels.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
34748,No fees are required at any stage of recruitment.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
24360,Earn $1865/day by completing simple tasks from home.,SMS,SMS,Full-time,0,0,0,0,Fake Job,1
41276,Please submit your portfolio through our official website.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
28248,All communication will be via official domain emails.,Email,SMS,Remote,0,0,0,0,Legitimate,0
6289,Your application is under review.,SMS,Gmail,Part-time,0,0,0,0,Legitimate,0
674,We would like to invite you for a formal interview.,SMS,SMS,Remote,0,0,0,0,Legitimate,0
4339,We will notify you once the review process is complete.,Email,SMS,Remote,0,0,0,0,Legitimate,0
20490,Limited offer! Earn money instantly. Click here http://remotework-au.net,Email,LinkedIn,Casual,1,0,0,0,Advance Fee,1
14111,"Fast cash opportunity, limited offer.",SMS,Telegram,Remote,0,0,0,0,Fake Job,1
3826,We only hire through official recruitment channels.,Email,WhatsApp,Full-time,0,0,0,0,Legitimate,0
2883,Your application is under review.,SMS,LinkedIn,Casual,0,0,0,0,Legitimate,0
25119,Please submit your portfolio via our official company website.,Email,Telegram,Full-time,0,0,0,0,Legitimate,0
27069,We would like to invite you for a formal interview.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
8608,You can apply through our verified company careers page.,SMS,SMS,Part-time,0,0,0,0,Legitimate,0
1514,Interview will be conducted via official company email.,Email,LinkedIn,Casual,0,0,0,0,Legitimate,0
19454,We will inform you about next steps soon.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
45771,We will notify you once the review process is complete.,Email,Gmail,Remote,0,0,0,0,Legitimate,0
2222,"Urgent hiring, no interview required, click link to begin.",Email,Telegram,Part-time,0,0,0,0,Advance Fee,1
7940,Please attend the scheduled interview session.,SMS,LinkedIn,Part-time,0,0,0,0,Legitimate,0
46063,Thank you for your interest in our company.,SMS,SMS,Part-time,0,0,0,0,Legitimate,0
20139,Limited offer! Earn money instantly. Click here http://earnonline-au.click,SMS,SMS,Full-time,1,0,0,0,Task-Based Scam,1
27998,Interview scheduled for next week. No payment required.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
7980,"Earn $450/day reviewing apps from home, no skills needed, start today.",SMS,SMS,Full-time,0,0,0,0,Advance Fee,1
31505,All communication will be via official domain emails.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
23823,Earn $300 daily typing simple data online.,SMS,WhatsApp,Remote,0,0,0,0,Phishing,1
20398,"Earn money by liking posts, daily payout guaranteed.",Email,WhatsApp,Part-time,0,0,1,0,Fake Job,1
4058,"Fast cash opportunity, limited offer.",Email,Telegram,Casual,0,0,0,0,Task-Based Scam,1
5220,We are pleased to invite you for a formal interview process.,Email,Telegram,Remote,0,0,0,0,Legitimate,0
44332,Pay onboarding fee and get instant access to job dashboard.,Email,LinkedIn,Full-time,0,0,1,0,Phishing,1
19376,Thank you for applying. We will review your application and contact you.,Email,WhatsApp,Casual,0,0,0,0,Legitimate,0
21925,We only hire through official recruitment channels.,Email,Telegram,Part-time,0,0,0,0,Legitimate,0
36105,Your application has been successfully received.,SMS,WhatsApp,Part-time,0,0,0,0,Legitimate,0
11011,Work from home and earn $1644/week. No experience required.,Email,SMS,Full-time,0,0,0,0,Advance Fee,1
49332,Our HR team will reach out if shortlisted.,Email,Telegram,Part-time,0,0,0,0,Legitimate,0
42479,Your application is under review.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
6315,"Only 5 positions left, secure your job now.",SMS,SMS,Full-time,0,0,0,0,Fake Job,1
36279,We only hire through official recruitment channels.,Email,Telegram,Casual,0,0,0,0,Legitimate,0
4045,All communication will be via official domain emails.,Email,Gmail,Full-time,0,0,0,0,Legitimate,0
8829,Interview scheduled for next week. No payment required.,Email,SMS,Casual,0,0,0,0,Legitimate,0
20989,"Easy job, no skills required.",Email,Telegram,Full-time,0,0,0,0,Advance Fee,1
6039,We only hire through official recruitment channels.,Email,Gmail,Casual,0,0,0,0,Legitimate,0
18804,Interview scheduled for next week. No payment required.,SMS,WhatsApp,Casual,0,0,0,0,Legitimate,0
31101,Share your PayPal details to activate your payment account.,Email,LinkedIn,Remote,0,0,1,0,Fake Job,1
35706,All communication will be via official domain emails.,Email,Telegram,Part-time,0,0,0,0,Legitimate,0
9681,Please submit your portfolio via our official company website.,SMS,LinkedIn,Casual,0,0,0,0,Legitimate,0
49102,No fees are required at any stage of recruitment.,Email,SMS,Casual,0,0,0,0,Legitimate,0
10299,Please submit your portfolio via our official company website.,Email,WhatsApp,Full-time,0,0,0,0,Legitimate,0
36861,"Simple online work, high income guaranteed.",Email,LinkedIn,Casual,0,0,0,0,Fake Job,1
42882,Earn weekly income with flexible hours.,Email,WhatsApp,Casual,0,0,0,0,Phishing,1
41646,Your resume has been shortlisted. We will contact you soon.,SMS,WhatsApp,Full-time,0,0,0,0,Legitimate,0
49634,No fees are required at any stage of recruitment.,SMS,Gmail,Part-time,0,0,0,0,Legitimate,0
39348,"Immediate hiring! Earn $200 daily, simple online tasks, apply now.",SMS,WhatsApp,Full-time,0,0,0,0,Advance Fee,1
44736,Earn $437/day by completing simple tasks from home.,Email,LinkedIn,Casual,0,0,0,0,Task-Based Scam,1
15956,Secure your job today with a small refundable deposit.,Email,Telegram,Remote,0,0,0,0,Advance Fee,1
17812,We will inform you about next steps soon.,Email,WhatsApp,Casual,0,0,0,0,Legitimate,0
23015,Earn weekly income with flexible hours.,SMS,Telegram,Full-time,0,0,0,0,Phishing,1
44263,Our HR team will reach out if shortlisted.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
8986,"Fast cash opportunity, limited offer.",Email,SMS,Remote,0,0,0,0,Task-Based Scam,1
25960,"Urgent hiring, no interview required, click link to begin.",SMS,LinkedIn,Remote,0,0,0,0,Fake Job,1
3004,Thank you for your interest in our company.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
21967,Your interview is scheduled for next week at our office.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
7730,You can apply through our verified company careers page.,Email,SMS,Part-time,0,0,0,0,Legitimate,0
19358,All communication will be via official domain emails.,SMS,Gmail,Casual,0,0,0,0,Legitimate,0
8087,Your resume has been shortlisted. We will contact you soon.,Email,Telegram,Part-time,0,0,0,0,Legitimate,0
11102,"Exclusive opportunity, limited positions, act now.",SMS,SMS,Part-time,0,0,0,0,Task-Based Scam,1
677,Earn $1438/day by completing simple tasks from home.,SMS,LinkedIn,Full-time,0,0,0,0,Phishing,1
12098,Your resume has been shortlisted. We will contact you soon.,SMS,WhatsApp,Casual,0,0,0,0,Legitimate,0
33111,Secure your job today with a small refundable deposit.,Email,Telegram,Casual,0,0,0,0,Fake Job,1
6698,Please log in to our official portal to track your application.,SMS,SMS,Full-time,0,0,0,0,Legitimate,0
32014,"Work from home and earn fast cash, no experience needed.",SMS,LinkedIn,Full-time,0,0,0,0,Phishing,1
48188,We received your application. Please attend interview at our Melbourne office.,Email,SMS,Casual,0,0,0,0,Legitimate,0
36400,Your application has been successfully received.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
33031,"Quick job offer, pay small fee and start earning immediately.",SMS,Gmail,Full-time,0,0,1,0,Task-Based Scam,1
35099,We will notify you once the review process is complete.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
10397,"Simple online work, high income guaranteed.",SMS,SMS,Casual,0,0,0,0,Fake Job,1
34391,Please submit your portfolio through our official website.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
7454,Earn $300 daily typing simple data online.,Email,SMS,Remote,0,0,0,0,Advance Fee,1
44572,Limited slots available! Register now and earn up to $1000 weekly.,Email,Telegram,Remote,0,0,0,0,Phishing,1
8602,Congratulations! You are selected. Share your bank details now.,SMS,WhatsApp,Full-time,0,0,0,1,Fake Job,1
47804,"Only 5 positions left, secure your job now.",Email,Gmail,Remote,0,0,0,0,Phishing,1
32242,Thank you for your interest in our company.,Email,Gmail,Remote,0,0,0,0,Legitimate,0
1723,We will inform you about next steps soon.,Email,SMS,Remote,0,0,0,0,Legitimate,0
13642,Your application is under review.,SMS,Telegram,Part-time,0,0,0,0,Legitimate,0
3589,"Immediate hiring! Earn $200 daily, simple online tasks, apply now.",Email,SMS,Remote,0,0,0,0,Fake Job,1
41908,Pay $80 fee to unlock premium job access and start earning instantly.,Email,SMS,Full-time,0,0,1,0,Fake Job,1
42006,Interview will be conducted via official company email.,Email,WhatsApp,Part-time,0,0,0,0,Legitimate,0
33318,Congratulations! You are selected. Share your bank details now.,Email,Gmail,Casual,0,0,0,1,Phishing,1
32191,We only hire through official recruitment channels.,Email,SMS,Full-time,0,0,0,0,Legitimate,0
45616,Earn $1174/day by completing simple tasks from home.,Email,LinkedIn,Full-time,0,0,0,0,Phishing,1
46397,"Quick job offer, pay small fee and start earning immediately.",Email,Gmail,Remote,0,0,1,0,Phishing,1
6972,Please submit your portfolio through our official website.,Email,WhatsApp,Part-time,0,0,0,0,Legitimate,0
24201,"Easy job, no skills required.",SMS,WhatsApp,Remote,0,0,0,0,Fake Job,1
2569,Earn weekly income with flexible hours.,SMS,LinkedIn,Part-time,0,0,0,0,Fake Job,1
35356,Congratulations! You are selected. Share your bank details now.,SMS,LinkedIn,Remote,0,0,0,1,Phishing,1
44959,Earn $1375/day by completing simple tasks from home.,SMS,LinkedIn,Full-time,0,0,0,0,Fake Job,1
26983,Join now and start earning immediately.,Email,LinkedIn,Part-time,0,0,0,0,Phishing,1
26834,Earn money from home using your phone.,Email,Telegram,Full-time,0,0,0,0,Task-Based Scam,1
43731,Earn $277/day by completing simple tasks from home.,SMS,WhatsApp,Remote,0,0,0,0,Advance Fee,1
48164,All communication will be via official domain emails.,SMS,LinkedIn,Full-time,0,0,0,0,Legitimate,0
46911,Our recruitment process does not require payments.,SMS,Gmail,Full-time,0,0,0,0,Legitimate,0
3623,Pay $80 fee to unlock premium job access and start earning instantly.,Email,LinkedIn,Full-time,0,0,1,0,Advance Fee,1
2350,We are pleased to invite you for a formal interview process.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
38093,"Simple online work, high income guaranteed.",Email,WhatsApp,Remote,0,0,0,0,Fake Job,1
7537,Send your ID and bank details to confirm your remote job.,SMS,Telegram,Remote,0,0,0,1,Fake Job,1
18012,We would like to invite you for a formal interview.,SMS,LinkedIn,Part-time,0,0,0,0,Legitimate,0
27134,"Easy job, no skills required.",Email,SMS,Casual,0,0,0,0,Advance Fee,1
11674,Thank you for your interest in our company.,SMS,Gmail,Remote,0,0,0,0,Legitimate,0
44403,All communication will be via official domain emails.,SMS,WhatsApp,Part-time,0,0,0,0,Legitimate,0
48780,We appreciate your patience during the hiring process.,Email,WhatsApp,Casual,0,0,0,0,Legitimate,0
22008,Make money watching videos from home.,Email,Gmail,Casual,0,0,0,0,Advance Fee,1
25778,Interview scheduled for next week. No payment required.,SMS,Gmail,Remote,0,0,0,0,Legitimate,0
22500,We will notify you once the review process is complete.,SMS,SMS,Remote,0,0,0,0,Legitimate,0
20087,Our recruitment process does not require payments.,Email,Gmail,Casual,0,0,0,0,Legitimate,0
36076,Your application is under review.,SMS,LinkedIn,Casual,0,0,0,0,Legitimate,0
6555,Our recruitment process does not require payments.,Email,SMS,Casual,0,0,0,0,Legitimate,0
38133,"Work anytime, earn daily income.",SMS,SMS,Full-time,0,0,0,0,Advance Fee,1
11854,Interview will be conducted via official company email.,SMS,WhatsApp,Part-time,0,0,0,0,Legitimate,0
35504,Secure your job today with a small refundable deposit.,SMS,Gmail,Remote,0,0,0,0,Fake Job,1
31784,"Work anytime, earn daily income.",Email,Gmail,Remote,0,0,0,0,Phishing,1
19388,Earn weekly income with flexible hours.,SMS,Telegram,Full-time,0,0,0,0,Fake Job,1
38721,We will notify you once the review process is complete.,SMS,Telegram,Remote,0,0,0,0,Legitimate,0
21047,Please attend the scheduled interview session.,SMS,Gmail,Full-time,0,0,0,0,Legitimate,0
39918,We are pleased to invite you for a formal interview process.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
732,We only hire through official recruitment channels.,Email,Gmail,Part-time,0,0,0,0,Legitimate,0
29448,Get paid daily for reviewing products online.,SMS,SMS,Full-time,0,0,0,0,Task-Based Scam,1
30855,Secure your job today with a small refundable deposit.,Email,LinkedIn,Remote,0,0,0,0,Task-Based Scam,1
7849,Our recruitment process does not require payments.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
14714,"Quick approval job, no background check required.",SMS,SMS,Remote,0,0,0,0,Advance Fee,1
31597,Get paid daily for reviewing products online.,Email,Telegram,Remote,0,0,0,0,Task-Based Scam,1
11840,Earn $300 daily typing simple data online.,Email,WhatsApp,Part-time,0,0,0,0,Fake Job,1
38645,Please submit your portfolio via our official company website.,Email,WhatsApp,Full-time,0,0,0,0,Legitimate,0
11988,Thank you for your interest in our company.,Email,LinkedIn,Part-time,0,0,0,0,Legitimate,0
44867,Share your PayPal details to activate your payment account.,SMS,Telegram,Remote,0,0,1,0,Advance Fee,1
2109,Please submit your portfolio via our official company website.,Email,SMS,Casual,0,0,0,0,Legitimate,0
13196,We are pleased to invite you for a formal interview process.,SMS,LinkedIn,Part-time,0,0,0,0,Legitimate,0
47706,Thank you for applying. We will review your application and contact you.,SMS,LinkedIn,Remote,0,0,0,0,Legitimate,0
45692,Interview will be conducted via official company email.,SMS,WhatsApp,Remote,0,0,0,0,Legitimate,0
2054,Join now and start earning immediately.,Email,Telegram,Casual,0,0,0,0,Advance Fee,1
1057,Your application is under review.,SMS,SMS,Full-time,0,0,0,0,Legitimate,0
33606,Secure your job today with a small refundable deposit.,Email,WhatsApp,Casual,0,0,0,0,Advance Fee,1
46064,"Earn $450/day reviewing apps from home, no skills needed, start today.",SMS,Telegram,Remote,0,0,0,0,Phishing,1
32674,Your interview is scheduled for next week at our office.,Email,SMS,Remote,0,0,0,0,Legitimate,0
34648,"Simple online work, high income guaranteed.",SMS,Gmail,Casual,0,0,0,0,Task-Based Scam,1
3806,Please submit your portfolio via our official company website.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
30634,Thank you for applying. We will review your application and contact you.,Email,WhatsApp,Remote,0,0,0,0,Legitimate,0
2075,Secure your job today with a small refundable deposit.,Email,LinkedIn,Remote,0,0,0,0,Task-Based Scam,1
43989,Please log in to our official portal to track your application.,Email,SMS,Remote,0,0,0,0,Legitimate,0
12421,Interview will be conducted via official company email.,Email,Gmail,Casual,0,0,0,0,Legitimate,0
28676,Pay $577 onboarding fee to secure your job immediately.,SMS,Gmail,Remote,0,0,1,0,Task-Based Scam,1
32945,We only hire through official recruitment channels.,SMS,SMS,Casual,0,0,0,0,Legitimate,0
21603,We received your application. Please attend interview at our Melbourne office.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
38483,Make money watching videos from home.,SMS,WhatsApp,Casual,0,0,0,0,Task-Based Scam,1
39115,"Start earning instantly, no experience required.",SMS,LinkedIn,Part-time,0,0,0,0,Advance Fee,1
42128,"Urgent hiring, no interview required, click link to begin.",Email,Telegram,Casual,0,0,0,0,Phishing,1
28551,Earn money from home using your phone.,Email,SMS,Casual,0,0,0,0,Advance Fee,1
4562,Work from home and earn $212/week. No experience required.,Email,WhatsApp,Remote,0,0,0,0,Fake Job,1
2683,You can apply through our verified company careers page.,Email,WhatsApp,Casual,0,0,0,0,Legitimate,0
39816,We received your application. Please attend interview at our Melbourne office.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
35648,Your application has been successfully received.,SMS,Telegram,Remote,0,0,0,0,Legitimate,0
2281,Share your PayPal details to activate your payment account.,Email,SMS,Remote,0,0,1,0,Fake Job,1
44072,Please submit your portfolio through our official website.,SMS,SMS,Casual,0,0,0,0,Legitimate,0
9841,Limited offer! Earn money instantly. Click here http://quickearn-au.net,SMS,Telegram,Remote,1,0,0,0,Task-Based Scam,1
20983,Join now and start earning immediately.,Email,Gmail,Full-time,0,0,0,0,Task-Based Scam,1
18659,Our HR team will reach out if shortlisted.,SMS,LinkedIn,Remote,0,0,0,0,Legitimate,0
39829,"Easy job, no skills required.",SMS,WhatsApp,Casual,0,0,0,0,Task-Based Scam,1
69,Please submit your portfolio through our official website.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
2195,Your resume has been shortlisted. We will contact you soon.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
19857,Earn money from home using your phone.,Email,Telegram,Part-time,0,0,0,0,Phishing,1
11420,We would like to invite you for a formal interview.,Email,Gmail,Part-time,0,0,0,0,Legitimate,0
9851,Limited offer! Earn money instantly. Click here http://quicktask-au.com,Email,LinkedIn,Remote,1,0,0,0,Fake Job,1
34848,Thank you for applying. We will review your application and contact you.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
4003,Your application is under review.,SMS,WhatsApp,Remote,0,0,0,0,Legitimate,0
28871,You can apply through our verified company careers page.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
21490,Your interview is scheduled for next week at our office.,Email,WhatsApp,Part-time,0,0,0,0,Legitimate,0
35391,"Work anytime, earn daily income.",Email,LinkedIn,Remote,0,0,0,0,Phishing,1
6662,We received your application. Please attend interview at our Melbourne office.,Email,Gmail,Casual,0,0,0,0,Legitimate,0
41715,We will notify you once the review process is complete.,SMS,LinkedIn,Full-time,0,0,0,0,Legitimate,0
15230,All communication will be via official domain emails.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
15035,Please submit your portfolio through our official website.,SMS,Telegram,Remote,0,0,0,0,Legitimate,0
25124,No fees are required at any stage of recruitment.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
30042,We would like to invite you for a formal interview.,Email,SMS,Full-time,0,0,0,0,Legitimate,0
44529,Your application has been successfully received.,SMS,Gmail,Part-time,0,0,0,0,Legitimate,0
5508,"Start earning instantly, no experience required.",Email,WhatsApp,Remote,0,0,0,0,Fake Job,1
5511,"Only 5 positions left, secure your job now.",SMS,Telegram,Remote,0,0,0,0,Fake Job,1
29682,We received your application. Please attend interview at our Melbourne office.,Email,SMS,Full-time,0,0,0,0,Legitimate,0
13728,Earn $300 daily typing simple data online.,SMS,Gmail,Part-time,0,0,0,0,Fake Job,1
42132,We will inform you about next steps soon.,SMS,Telegram,Casual,0,0,0,0,Legitimate,0
25942,Congratulations! You are selected. Share your bank details now.,Email,SMS,Full-time,0,0,0,1,Fake Job,1
43696,We will inform you about next steps soon.,SMS,Gmail,Casual,0,0,0,0,Legitimate,0
242,Earn money from home using your phone.,Email,Telegram,Remote,0,0,0,0,Task-Based Scam,1
11647,"Earn money by liking posts, daily payout guaranteed.",SMS,WhatsApp,Remote,0,0,1,0,Task-Based Scam,1
19634,Please attend the scheduled interview session.,SMS,Telegram,Full-time,0,0,0,0,Legitimate,0
39085,"Work anytime, earn daily income.",Email,Telegram,Casual,0,0,0,0,Fake Job,1
18270,Your interview is scheduled for next week at our office.,SMS,Gmail,Remote,0,0,0,0,Legitimate,0
14667,Interview scheduled for next week. No payment required.,Email,Telegram,Casual,0,0,0,0,Legitimate,0
30,Pay $724 onboarding fee to secure your job immediately.,SMS,Gmail,Casual,0,0,1,0,Fake Job,1
43505,Kindly wait for confirmation from our HR team.,SMS,SMS,Part-time,0,0,0,0,Legitimate,0
10955,Your application has been successfully received.,Email,WhatsApp,Casual,0,0,0,0,Legitimate,0
27858,Kindly wait for confirmation from our HR team.,Email,LinkedIn,Full-time,0,0,0,0,Legitimate,0
34573,Your application is under review.,Email,LinkedIn,Casual,0,0,0,0,Legitimate,0
32403,No fees are required at any stage of recruitment.,SMS,SMS,Remote,0,0,0,0,Legitimate,0
41634,No fees are required at any stage of recruitment.,Email,Telegram,Casual,0,0,0,0,Legitimate,0
12045,Earn money from home using your phone.,Email,SMS,Part-time,0,0,0,0,Advance Fee,1
11616,Send your ID and bank details to confirm your remote job.,Email,Telegram,Remote,0,0,0,1,Phishing,1
22599,Kindly wait for confirmation from our HR team.,Email,LinkedIn,Remote,0,0,0,0,Legitimate,0
20355,Get paid instantly after task completion.,Email,LinkedIn,Casual,0,0,0,0,Phishing,1
13455,Thank you for your interest in our company.,SMS,Gmail,Part-time,0,0,0,0,Legitimate,0
28848,Please log in to our official portal to track your application.,Email,SMS,Remote,0,0,0,0,Legitimate,0
18339,"Start earning instantly, no experience required.",SMS,LinkedIn,Remote,0,0,0,0,Fake Job,1
47225,Thank you for your interest in our company.,SMS,Gmail,Full-time,0,0,0,0,Legitimate,0
